DateTime,Junction,Traffic_Volume,Temperature,Humidity,Rainfall_mm,Holiday_Event,Hour,DayOfWeek,Month,Is_Weekend,traffic_level
2022-02-01 18:00:00,Park Street,173,23.4,95.4,0.0,0,18,1,2,0,Low
2022-02-01 19:00:00,Howrah Bridge,199,26.8,85.8,0.2,0,19,1,2,0,Medium
2022-02-01 20:00:00,Park Street,153,26.9,82.4,0.2,0,20,1,2,0,Low
2022-02-01 21:00:00,Salt Lake,198,21.4,83.9,0.0,0,21,1,2,0,Medium
2022-02-01 22:00:00,Park Street,236,23.6,84.8,0.2,0,22,1,2,0,High
2022-02-01 23:00:00,New Town,219,22.3,81.7,0.0,0,23,1,2,0,Medium
2022-02-02 00:00:00,New Town,235,24.5,93.8,0.0,0,0,2,2,0,High
2022-02-02 01:00:00,Park Street,242,26.3,94.0,0.0,0,1,2,2,0,High
2022-02-02 02:00:00,Park Street,223,24.9,86.3,0.0,0,2,2,2,0,High
2022-02-02 03:00:00,Park Street,292,24.2,85.4,0.0,0,3,2,2,0,High
2022-02-02 04:00:00,Park Street,260,28.0,78.2,0.0,0,4,2,2,0,High
2022-02-02 05:00:00,New Town,288,20.8,90.8,10.0,0,5,2,2,0,High
2022-02-02 06:00:00,Howrah Bridge,248,27.9,95.6,0.0,0,6,2,2,0,High
2022-02-02 07:00:00,Park Street,254,24.3,84.1,2.0,0,7,2,2,0,High
2022-02-02 08:00:00,Park Street,301,25.2,86.7,0.0,0,8,2,2,0,High
2022-02-02 09:00:00,New Town,258,24.3,89.5,0.0,0,9,2,2,0,High
2022-02-02 10:00:00,New Town,283,28.5,95.9,0.0,0,10,2,2,0,High
2022-02-02 11:00:00,Salt Lake,241,22.9,88.3,0.0,0,11,2,2,0,High
2022-02-02 12:00:00,Park Street,192,25.4,88.3,0.0,0,12,2,2,0,Medium
2022-02-02 13:00:00,Salt Lake,234,26.4,88.2,0.0,0,13,2,2,0,High
2022-02-02 14:00:00,New Town,192,22.2,80.2,0.5,0,14,2,2,0,Medium
2022-02-02 15:00:00,New Town,208,23.5,80.1,0.0,0,15,2,2,0,Medium
2022-02-02 16:00:00,Howrah Bridge,186,25.1,83.3,0.0,0,16,2,2,0,Medium
2022-02-02 17:00:00,Park Street,150,23.6,92.4,0.0,0,17,2,2,0,Low
2022-02-02 18:00:00,Salt Lake,183,23.7,85.6,0.2,0,18,2,2,0,Medium
2022-02-02 19:00:00,New Town,225,24.7,84.7,0.0,0,19,2,2,0,High
2022-02-02 20:00:00,New Town,196,26.7,84.6,0.0,0,20,2,2,0,Medium
2022-02-02 21:00:00,Salt Lake,193,24.7,86.6,0.0,0,21,2,2,0,Medium
2022-02-02 22:00:00,Howrah Bridge,226,27.5,95.8,0.0,0,22,2,2,0,High
2022-02-02 23:00:00,New Town,221,23.4,86.6,2.0,0,23,2,2,0,High
2022-02-03 00:00:00,Park Street,217,23.0,83.4,0.0,0,0,3,2,0,Medium
2022-02-03 01:00:00,New Town,204,29.4,87.4,0.2,0,1,3,2,0,Medium
2022-02-03 02:00:00,Park Street,243,24.2,96.1,0.0,0,2,3,2,0,High
2022-02-03 03:00:00,Salt Lake,269,22.9,84.8,0.0,0,3,3,2,0,High
2022-02-03 04:00:00,Park Street,240,22.0,81.4,5.0,0,4,3,2,0,High
2022-02-03 05:00:00,Salt Lake,290,27.7,84.8,0.0,0,5,3,2,0,High
2022-02-03 06:00:00,Park Street,261,24.8,88.0,0.5,0,6,3,2,0,High
2022-02-03 07:00:00,Salt Lake,244,25.0,90.8,0.0,0,7,3,2,0,High
2022-02-03 08:00:00,Park Street,276,25.2,92.4,0.0,0,8,3,2,0,High
2022-02-03 09:00:00,Howrah Bridge,243,27.6,82.1,0.0,0,9,3,2,0,High
2022-02-03 10:00:00,Park Street,253,25.2,82.6,2.0,0,10,3,2,0,High
2022-02-03 11:00:00,Park Street,220,30.2,85.7,0.5,0,11,3,2,0,Medium
2022-02-03 12:00:00,Howrah Bridge,212,25.8,90.7,0.0,0,12,3,2,0,Medium
2022-02-03 13:00:00,New Town,210,27.6,81.0,0.0,0,13,3,2,0,Medium
2022-02-03 14:00:00,New Town,194,27.1,84.3,0.0,0,14,3,2,0,Medium
2022-02-03 15:00:00,Park Street,138,25.5,84.4,0.0,0,15,3,2,0,Low
2022-02-03 16:00:00,Howrah Bridge,147,24.4,92.0,0.0,0,16,3,2,0,Low
2022-02-03 17:00:00,Park Street,183,26.2,90.0,0.0,0,17,3,2,0,Medium
2022-02-03 18:00:00,Salt Lake,160,26.5,91.8,0.2,0,18,3,2,0,Low
2022-02-03 19:00:00,Salt Lake,154,24.4,94.0,0.2,0,19,3,2,0,Low
2022-02-03 20:00:00,Park Street,143,25.9,85.8,0.5,0,20,3,2,0,Low
2022-02-03 21:00:00,New Town,156,28.0,81.4,2.0,0,21,3,2,0,Low
2022-02-03 22:00:00,New Town,148,29.7,81.4,0.0,0,22,3,2,0,Low
2022-02-03 23:00:00,Park Street,198,27.2,78.1,0.5,0,23,3,2,0,Medium
2022-02-04 00:00:00,Park Street,175,29.4,85.0,0.0,0,0,4,2,0,Low
2022-02-04 01:00:00,Salt Lake,181,24.4,85.4,5.0,0,1,4,2,0,Medium
2022-02-04 02:00:00,New Town,211,27.1,91.3,0.0,0,2,4,2,0,Medium
2022-02-04 03:00:00,Park Street,230,28.3,87.4,0.0,0,3,4,2,0,High
2022-02-04 04:00:00,Salt Lake,272,23.9,84.9,0.2,0,4,4,2,0,High
2022-02-04 05:00:00,New Town,205,24.7,86.7,2.0,0,5,4,2,0,Medium
2022-02-04 06:00:00,Howrah Bridge,260,29.1,82.1,0.5,0,6,4,2,0,High
2022-02-04 07:00:00,Salt Lake,255,23.7,92.4,0.2,0,7,4,2,0,High
2022-02-04 08:00:00,New Town,215,23.0,83.4,0.0,0,8,4,2,0,Medium
2022-02-04 09:00:00,New Town,226,28.7,81.6,0.2,0,9,4,2,0,High
2022-02-04 10:00:00,Salt Lake,203,28.1,91.4,0.5,0,10,4,2,0,Medium
2022-02-04 11:00:00,Howrah Bridge,204,26.5,90.2,0.2,0,11,4,2,0,Medium
2022-02-04 12:00:00,Salt Lake,217,25.6,78.7,0.0,0,12,4,2,0,Medium
2022-02-04 13:00:00,New Town,186,24.8,91.6,0.0,0,13,4,2,0,Medium
2022-02-04 14:00:00,Park Street,172,26.2,83.6,0.0,0,14,4,2,0,Low
2022-02-04 15:00:00,Park Street,143,28.8,85.4,0.0,0,15,4,2,0,Low
2022-02-04 16:00:00,Salt Lake,114,26.1,88.3,5.0,0,16,4,2,0,Low
2022-02-04 17:00:00,New Town,135,30.0,90.3,0.0,0,17,4,2,0,Low
2022-02-04 18:00:00,Park Street,161,23.9,89.5,0.0,0,18,4,2,0,Low
2022-02-04 19:00:00,New Town,108,25.6,87.1,10.0,0,19,4,2,0,Low
2022-02-04 20:00:00,Salt Lake,123,24.9,85.2,0.0,0,20,4,2,0,Low
2022-02-04 21:00:00,Park Street,154,23.5,89.4,0.0,0,21,4,2,0,Low
2022-02-04 22:00:00,New Town,142,25.4,86.7,0.0,0,22,4,2,0,Low
2022-02-04 23:00:00,Park Street,158,26.5,96.3,0.0,0,23,4,2,0,Low
2022-02-05 00:00:00,Salt Lake,162,26.9,90.3,0.0,0,0,5,2,1,Low
2022-02-05 01:00:00,New Town,156,30.1,82.7,0.5,0,1,5,2,1,Low
2022-02-05 02:00:00,Park Street,176,26.7,84.9,0.0,0,2,5,2,1,Low
2022-02-05 03:00:00,Salt Lake,220,28.1,87.6,0.0,0,3,5,2,1,Medium
2022-02-05 04:00:00,Park Street,188,25.9,93.8,0.0,0,4,5,2,1,Medium
2022-02-05 05:00:00,Park Street,187,29.2,94.4,0.0,0,5,5,2,1,Medium
2022-02-05 06:00:00,Howrah Bridge,208,30.6,85.3,0.0,0,6,5,2,1,Medium
2022-02-05 07:00:00,Howrah Bridge,234,26.9,82.7,0.0,0,7,5,2,1,High
2022-02-05 08:00:00,Salt Lake,210,23.8,82.0,0.5,0,8,5,2,1,Medium
2022-02-05 09:00:00,Howrah Bridge,197,24.7,88.6,0.0,0,9,5,2,1,Medium
2022-02-05 10:00:00,Salt Lake,197,26.4,98.8,0.0,0,10,5,2,1,Medium
2022-02-05 11:00:00,Howrah Bridge,149,26.7,90.0,0.0,0,11,5,2,1,Low
2022-02-05 12:00:00,Park Street,181,27.2,79.4,0.0,0,12,5,2,1,Medium
2022-02-05 13:00:00,Salt Lake,165,26.7,83.7,0.0,0,13,5,2,1,Low
2022-02-05 14:00:00,Salt Lake,138,25.8,84.2,0.0,0,14,5,2,1,Low
2022-02-05 15:00:00,Park Street,156,24.5,83.2,2.0,0,15,5,2,1,Low
2022-02-05 16:00:00,Salt Lake,105,26.6,85.4,0.0,0,16,5,2,1,Low
2022-02-05 17:00:00,Salt Lake,145,29.5,89.2,0.0,0,17,5,2,1,Low
2022-02-05 18:00:00,Howrah Bridge,124,27.8,90.7,0.5,0,18,5,2,1,Low
2022-02-05 19:00:00,Salt Lake,116,26.9,92.8,0.0,0,19,5,2,1,Low
2022-02-05 20:00:00,New Town,127,27.9,89.9,0.0,0,20,5,2,1,Low
2022-02-05 21:00:00,Park Street,133,25.1,77.5,0.0,0,21,5,2,1,Low
2022-02-05 22:00:00,Howrah Bridge,170,24.8,82.0,2.0,0,22,5,2,1,Low
2022-02-05 23:00:00,Howrah Bridge,136,24.3,86.5,2.0,0,23,5,2,1,Low
2022-02-06 00:00:00,New Town,161,25.7,88.1,0.0,0,0,6,2,1,Low
2022-02-06 01:00:00,Park Street,210,25.1,91.6,0.0,0,1,6,2,1,Medium
2022-02-06 02:00:00,Park Street,190,28.4,87.5,0.0,0,2,6,2,1,Medium
2022-02-06 03:00:00,Howrah Bridge,230,25.0,87.6,0.0,0,3,6,2,1,High
2022-02-06 04:00:00,Salt Lake,254,24.3,88.5,0.0,0,4,6,2,1,High
2022-02-06 05:00:00,Howrah Bridge,217,29.8,86.0,0.0,0,5,6,2,1,Medium
2022-02-06 06:00:00,Park Street,240,25.0,87.8,0.5,0,6,6,2,1,High
2022-02-06 07:00:00,New Town,202,26.3,92.9,0.0,0,7,6,2,1,Medium
2022-02-06 08:00:00,Howrah Bridge,235,26.8,86.9,0.0,0,8,6,2,1,High
2022-02-06 09:00:00,Park Street,216,23.7,87.2,0.5,0,9,6,2,1,Medium
2022-02-06 10:00:00,Howrah Bridge,211,28.4,87.2,0.2,0,10,6,2,1,Medium
2022-02-06 11:00:00,Salt Lake,177,27.2,93.8,0.0,0,11,6,2,1,Low
2022-02-06 12:00:00,Howrah Bridge,143,29.1,81.8,2.0,0,12,6,2,1,Low
2022-02-06 13:00:00,Howrah Bridge,174,24.6,96.2,0.0,0,13,6,2,1,Low
2022-02-06 14:00:00,Park Street,110,26.1,81.4,0.0,0,14,6,2,1,Low
2022-02-06 15:00:00,Park Street,135,26.0,84.0,0.0,0,15,6,2,1,Low
2022-02-06 16:00:00,Park Street,152,26.5,91.0,0.0,0,16,6,2,1,Low
2022-02-06 17:00:00,Howrah Bridge,132,23.0,92.5,0.0,0,17,6,2,1,Low
2022-02-06 18:00:00,Salt Lake,166,26.2,80.3,0.0,0,18,6,2,1,Low
2022-02-06 19:00:00,New Town,149,23.1,81.9,0.0,0,19,6,2,1,Low
2022-02-06 20:00:00,New Town,120,26.7,88.7,0.0,0,20,6,2,1,Low
2022-02-06 21:00:00,Park Street,142,21.7,99.0,0.0,0,21,6,2,1,Low
2022-02-06 22:00:00,Park Street,151,22.2,93.6,0.0,0,22,6,2,1,Low
2022-02-06 23:00:00,Howrah Bridge,132,27.6,86.1,0.0,0,23,6,2,1,Low
2022-02-07 00:00:00,New Town,181,25.0,75.2,0.0,0,0,0,2,0,Medium
2022-02-07 01:00:00,Park Street,202,24.1,87.7,0.0,0,1,0,2,0,Medium
2022-02-07 02:00:00,Salt Lake,184,28.6,89.1,10.0,0,2,0,2,0,Medium
2022-02-07 03:00:00,Salt Lake,236,26.7,85.4,0.2,0,3,0,2,0,High
2022-02-07 04:00:00,Park Street,238,27.8,83.1,0.0,0,4,0,2,0,High
2022-02-07 05:00:00,Park Street,215,25.8,88.1,0.0,0,5,0,2,0,Medium
2022-02-07 06:00:00,New Town,258,31.4,82.6,0.0,0,6,0,2,0,High
2022-02-07 07:00:00,New Town,263,24.9,96.7,0.0,0,7,0,2,0,High
2022-02-07 08:00:00,Howrah Bridge,248,29.6,94.9,0.0,0,8,0,2,0,High
2022-02-07 09:00:00,New Town,229,26.0,90.6,0.0,0,9,0,2,0,High
2022-02-07 10:00:00,Salt Lake,237,22.8,87.8,0.0,0,10,0,2,0,High
2022-02-07 11:00:00,Salt Lake,227,27.1,84.0,0.0,0,11,0,2,0,High
2022-02-07 12:00:00,Park Street,206,26.7,87.2,0.0,0,12,0,2,0,Medium
2022-02-07 13:00:00,New Town,171,24.0,95.5,0.0,0,13,0,2,0,Low
2022-02-07 14:00:00,Howrah Bridge,181,24.2,91.7,2.0,0,14,0,2,0,Medium
2022-02-07 15:00:00,Salt Lake,189,26.0,88.3,0.0,0,15,0,2,0,Medium
2022-02-07 16:00:00,Salt Lake,145,26.8,91.9,0.0,0,16,0,2,0,Low
2022-02-07 17:00:00,Howrah Bridge,194,21.1,90.0,0.0,0,17,0,2,0,Medium
2022-02-07 18:00:00,Howrah Bridge,139,28.2,89.3,0.0,0,18,0,2,0,Low
2022-02-07 19:00:00,Salt Lake,152,25.1,92.2,0.0,0,19,0,2,0,Low
2022-02-07 20:00:00,Salt Lake,143,23.4,89.9,0.0,0,20,0,2,0,Low
2022-02-07 21:00:00,Howrah Bridge,169,28.0,91.6,0.0,0,21,0,2,0,Low
2022-02-07 22:00:00,Salt Lake,140,26.0,88.1,0.2,0,22,0,2,0,Low
2022-02-07 23:00:00,Park Street,176,28.5,86.0,0.0,0,23,0,2,0,Low
2022-02-08 00:00:00,Park Street,202,27.1,84.6,0.0,0,0,1,2,0,Medium
2022-02-08 01:00:00,Howrah Bridge,239,26.2,84.0,5.0,0,1,1,2,0,High
2022-02-08 02:00:00,New Town,268,25.9,79.3,0.0,0,2,1,2,0,High
2022-02-08 03:00:00,Howrah Bridge,272,27.2,82.8,0.0,0,3,1,2,0,High
2022-02-08 04:00:00,Howrah Bridge,219,25.4,82.6,0.0,0,4,1,2,0,Medium
2022-02-08 05:00:00,New Town,313,24.5,84.8,0.0,0,5,1,2,0,High
2022-02-08 06:00:00,New Town,279,27.4,95.1,0.0,0,6,1,2,0,High
2022-02-08 07:00:00,New Town,256,25.9,86.5,0.0,0,7,1,2,0,High
2022-02-08 08:00:00,Park Street,270,26.3,88.5,0.0,0,8,1,2,0,High
2022-02-08 09:00:00,Salt Lake,262,28.4,88.7,0.0,0,9,1,2,0,High
2022-02-08 10:00:00,Park Street,235,26.0,95.3,0.0,0,10,1,2,0,High
2022-02-08 11:00:00,Salt Lake,240,26.3,84.4,0.2,0,11,1,2,0,High
2022-02-08 12:00:00,Park Street,211,25.0,86.2,0.2,0,12,1,2,0,Medium
2022-02-08 13:00:00,Salt Lake,202,27.1,86.8,0.0,0,13,1,2,0,Medium
2022-02-08 14:00:00,Park Street,185,26.9,93.0,10.0,0,14,1,2,0,Medium
2022-02-08 15:00:00,New Town,159,28.0,94.0,0.0,0,15,1,2,0,Low
2022-02-08 16:00:00,Howrah Bridge,183,25.1,89.7,0.2,0,16,1,2,0,Medium
2022-02-08 17:00:00,Park Street,187,25.3,93.5,0.0,0,17,1,2,0,Medium
2022-02-08 18:00:00,Salt Lake,184,27.8,88.2,0.5,0,18,1,2,0,Medium
2022-02-08 19:00:00,New Town,192,26.7,86.5,2.0,0,19,1,2,0,Medium
2022-02-08 20:00:00,Park Street,187,24.4,93.2,0.0,0,20,1,2,0,Medium
2022-02-08 21:00:00,Park Street,177,28.8,89.8,0.0,0,21,1,2,0,Low
2022-02-08 22:00:00,New Town,215,22.8,83.6,0.2,0,22,1,2,0,Medium
2022-02-08 23:00:00,Park Street,183,27.8,92.3,0.0,0,23,1,2,0,Medium
2022-02-09 00:00:00,Howrah Bridge,211,23.8,86.3,0.0,0,0,2,2,0,Medium
2022-02-09 01:00:00,Park Street,223,30.1,85.7,0.0,0,1,2,2,0,High
2022-02-09 02:00:00,Howrah Bridge,276,23.3,91.8,0.0,0,2,2,2,0,High
2022-02-09 03:00:00,Howrah Bridge,283,28.7,86.9,0.0,0,3,2,2,0,High
2022-02-09 04:00:00,New Town,282,26.2,89.3,0.0,0,4,2,2,0,High
2022-02-09 05:00:00,Park Street,299,25.6,90.6,0.0,0,5,2,2,0,High
2022-02-09 06:00:00,New Town,262,26.7,83.4,2.0,0,6,2,2,0,High
2022-02-09 07:00:00,Park Street,285,27.6,89.2,0.0,0,7,2,2,0,High
2022-02-09 08:00:00,Park Street,270,24.5,94.1,0.0,0,8,2,2,0,High
2022-02-09 09:00:00,Salt Lake,282,24.7,82.5,0.0,0,9,2,2,0,High
2022-02-09 10:00:00,Park Street,252,27.7,89.6,0.5,0,10,2,2,0,High
2022-02-09 11:00:00,New Town,234,22.9,83.2,0.0,0,11,2,2,0,High
2022-02-09 12:00:00,Howrah Bridge,240,25.2,92.4,0.2,0,12,2,2,0,High
2022-02-09 13:00:00,Park Street,234,32.4,92.4,0.0,0,13,2,2,0,High
2022-02-09 14:00:00,Salt Lake,191,24.4,85.5,0.0,0,14,2,2,0,Medium
2022-02-09 15:00:00,New Town,193,28.6,98.4,0.0,0,15,2,2,0,Medium
2022-02-09 16:00:00,Park Street,165,25.2,92.9,0.0,0,16,2,2,0,Low
2022-02-09 17:00:00,New Town,131,27.4,90.9,0.2,0,17,2,2,0,Low
2022-02-09 18:00:00,Salt Lake,183,27.7,90.6,0.0,0,18,2,2,0,Medium
2022-02-09 19:00:00,Salt Lake,193,28.6,92.2,0.0,0,19,2,2,0,Medium
2022-02-09 20:00:00,New Town,191,26.0,82.3,0.5,0,20,2,2,0,Medium
2022-02-09 21:00:00,Park Street,155,30.3,88.3,0.0,0,21,2,2,0,Low
2022-02-09 22:00:00,Howrah Bridge,197,25.2,89.2,0.0,0,22,2,2,0,Medium
2022-02-09 23:00:00,Salt Lake,172,26.8,85.3,2.0,0,23,2,2,0,Low
2022-02-10 00:00:00,Park Street,240,27.0,89.6,0.0,0,0,3,2,0,High
2022-02-10 01:00:00,Park Street,204,24.2,93.5,0.5,0,1,3,2,0,Medium
2022-02-10 02:00:00,Howrah Bridge,263,25.9,85.2,0.5,0,2,3,2,0,High
2022-02-10 03:00:00,Salt Lake,267,26.8,87.0,0.0,0,3,3,2,0,High
2022-02-10 04:00:00,Salt Lake,238,25.6,83.2,0.0,0,4,3,2,0,High
2022-02-10 05:00:00,Park Street,239,31.4,78.4,0.0,0,5,3,2,0,High
2022-02-10 06:00:00,Park Street,270,24.8,91.2,0.0,0,6,3,2,0,High
2022-02-10 07:00:00,Howrah Bridge,244,28.8,87.2,0.2,0,7,3,2,0,High
2022-02-10 08:00:00,Howrah Bridge,258,28.2,87.6,0.0,0,8,3,2,0,High
2022-02-10 09:00:00,Salt Lake,239,26.5,82.4,0.0,0,9,3,2,0,High
2022-02-10 10:00:00,New Town,202,24.8,86.4,0.0,0,10,3,2,0,Medium
2022-02-10 11:00:00,Salt Lake,181,24.9,92.8,0.0,0,11,3,2,0,Medium
2022-02-10 12:00:00,Park Street,218,25.5,87.3,0.0,0,12,3,2,0,Medium
2022-02-10 13:00:00,Salt Lake,189,22.9,87.5,0.2,0,13,3,2,0,Medium
2022-02-10 14:00:00,New Town,177,24.5,88.4,0.0,0,14,3,2,0,Low
2022-02-10 15:00:00,Howrah Bridge,192,23.5,81.1,0.5,0,15,3,2,0,Medium
2022-02-10 16:00:00,New Town,193,29.2,90.4,0.0,0,16,3,2,0,Medium
2022-02-10 17:00:00,New Town,159,27.7,81.0,0.0,0,17,3,2,0,Low
2022-02-10 18:00:00,New Town,156,28.1,82.6,0.0,0,18,3,2,0,Low
2022-02-10 19:00:00,Howrah Bridge,175,27.7,82.1,5.0,0,19,3,2,0,Low
2022-02-10 20:00:00,New Town,143,26.8,86.4,0.0,0,20,3,2,0,Low
2022-02-10 21:00:00,New Town,182,29.4,85.6,5.0,0,21,3,2,0,Medium
2022-02-10 22:00:00,New Town,199,25.3,87.3,0.2,0,22,3,2,0,Medium
2022-02-10 23:00:00,Park Street,214,26.7,82.8,0.2,0,23,3,2,0,Medium
2022-02-11 00:00:00,New Town,148,28.1,92.3,0.0,0,0,4,2,0,Low
2022-02-11 01:00:00,Howrah Bridge,185,24.0,91.5,0.0,0,1,4,2,0,Medium
2022-02-11 02:00:00,New Town,194,32.8,86.5,0.0,0,2,4,2,0,Medium
2022-02-11 03:00:00,New Town,224,26.7,84.9,0.0,0,3,4,2,0,High
2022-02-11 04:00:00,Howrah Bridge,240,26.9,84.4,2.0,0,4,4,2,0,High
2022-02-11 05:00:00,New Town,265,29.1,85.8,0.2,0,5,4,2,0,High
2022-02-11 06:00:00,Howrah Bridge,227,28.4,80.3,0.5,0,6,4,2,0,High
2022-02-11 07:00:00,New Town,225,26.7,82.5,0.0,0,7,4,2,0,High
2022-02-11 08:00:00,Howrah Bridge,253,26.9,91.6,0.0,0,8,4,2,0,High
2022-02-11 09:00:00,New Town,228,23.6,88.8,0.0,0,9,4,2,0,High
2022-02-11 10:00:00,New Town,237,25.5,95.5,0.0,0,10,4,2,0,High
2022-02-11 11:00:00,Park Street,206,27.7,85.8,0.5,0,11,4,2,0,Medium
2022-02-11 12:00:00,Park Street,164,27.5,85.5,0.2,0,12,4,2,0,Low
2022-02-11 13:00:00,New Town,147,29.1,85.3,0.0,0,13,4,2,0,Low
2022-02-11 14:00:00,New Town,131,26.4,85.7,0.0,0,14,4,2,0,Low
2022-02-11 15:00:00,Salt Lake,165,23.8,84.0,0.0,0,15,4,2,0,Low
2022-02-11 16:00:00,Howrah Bridge,167,28.7,88.7,0.0,0,16,4,2,0,Low
2022-02-11 17:00:00,Salt Lake,176,29.5,87.5,0.0,0,17,4,2,0,Low
2022-02-11 18:00:00,Park Street,154,28.4,84.8,0.0,0,18,4,2,0,Low
2022-02-11 19:00:00,Park Street,162,26.3,93.6,0.0,0,19,4,2,0,Low
2022-02-11 20:00:00,Park Street,132,28.7,96.8,0.2,0,20,4,2,0,Low
2022-02-11 21:00:00,Park Street,128,33.5,93.2,0.0,0,21,4,2,0,Low
2022-02-11 22:00:00,New Town,179,26.8,90.1,0.2,0,22,4,2,0,Medium
2022-02-11 23:00:00,Park Street,182,24.0,91.1,0.0,0,23,4,2,0,Medium
2022-02-12 00:00:00,New Town,173,25.6,96.6,2.0,0,0,5,2,1,Low
2022-02-12 01:00:00,New Town,191,28.0,91.1,10.0,0,1,5,2,1,Medium
2022-02-12 02:00:00,Park Street,202,23.5,84.4,0.0,0,2,5,2,1,Medium
2022-02-12 03:00:00,Park Street,232,27.1,89.3,0.0,0,3,5,2,1,High
2022-02-12 04:00:00,Howrah Bridge,240,27.5,90.5,0.0,0,4,5,2,1,High
2022-02-12 05:00:00,Salt Lake,230,29.8,82.3,0.0,0,5,5,2,1,High
2022-02-12 06:00:00,Park Street,238,29.4,85.9,0.0,0,6,5,2,1,High
2022-02-12 07:00:00,Howrah Bridge,229,28.5,92.8,0.0,0,7,5,2,1,High
2022-02-12 08:00:00,Howrah Bridge,205,22.4,78.2,0.5,0,8,5,2,1,Medium
2022-02-12 09:00:00,Salt Lake,221,28.6,81.1,0.0,0,9,5,2,1,High
2022-02-12 10:00:00,New Town,168,28.2,86.4,0.0,0,10,5,2,1,Low
2022-02-12 11:00:00,Park Street,205,27.3,89.1,0.0,0,11,5,2,1,Medium
2022-02-12 12:00:00,Salt Lake,147,23.3,80.5,2.0,0,12,5,2,1,Low
2022-02-12 13:00:00,Park Street,164,25.2,86.7,0.0,0,13,5,2,1,Low
2022-02-12 14:00:00,Howrah Bridge,129,24.4,93.1,0.0,0,14,5,2,1,Low
2022-02-12 15:00:00,Howrah Bridge,146,22.7,87.7,2.0,0,15,5,2,1,Low
2022-02-12 16:00:00,New Town,127,26.7,92.0,0.0,0,16,5,2,1,Low
2022-02-12 17:00:00,Howrah Bridge,91,25.1,84.4,0.0,0,17,5,2,1,Low
2022-02-12 18:00:00,Howrah Bridge,129,32.0,83.3,0.0,0,18,5,2,1,Low
2022-02-12 19:00:00,Salt Lake,111,26.4,91.6,0.0,0,19,5,2,1,Low
2022-02-12 20:00:00,Park Street,145,29.3,89.2,0.0,0,20,5,2,1,Low
2022-02-12 21:00:00,Park Street,135,23.6,81.4,0.5,0,21,5,2,1,Low
2022-02-12 22:00:00,Salt Lake,154,25.7,83.3,0.0,0,22,5,2,1,Low
2022-02-12 23:00:00,New Town,139,26.9,95.1,0.0,0,23,5,2,1,Low
2022-02-13 00:00:00,Park Street,165,25.1,82.7,0.0,0,0,6,2,1,Low
2022-02-13 01:00:00,Howrah Bridge,180,26.0,92.0,0.0,0,1,6,2,1,Medium
2022-02-13 02:00:00,Park Street,219,26.4,84.9,0.0,0,2,6,2,1,Medium
2022-02-13 03:00:00,Howrah Bridge,245,26.4,87.3,2.0,0,3,6,2,1,High
2022-02-13 04:00:00,New Town,204,30.6,88.8,2.0,0,4,6,2,1,Medium
2022-02-13 05:00:00,Salt Lake,246,27.6,76.8,0.0,0,5,6,2,1,High
2022-02-13 06:00:00,Park Street,183,27.8,80.0,0.0,0,6,6,2,1,Medium
2022-02-13 07:00:00,Salt Lake,201,27.9,87.8,0.0,0,7,6,2,1,Medium
2022-02-13 08:00:00,Park Street,201,28.1,83.7,2.0,0,8,6,2,1,Medium
2022-02-13 09:00:00,Howrah Bridge,185,26.7,92.3,0.0,0,9,6,2,1,Medium
2022-02-13 10:00:00,Salt Lake,170,26.2,79.3,0.0,0,10,6,2,1,Low
2022-02-13 11:00:00,Park Street,198,27.2,90.1,0.5,0,11,6,2,1,Medium
2022-02-13 12:00:00,Howrah Bridge,172,29.2,80.4,0.0,0,12,6,2,1,Low
2022-02-13 13:00:00,Salt Lake,171,29.1,85.6,0.0,0,13,6,2,1,Low
2022-02-13 14:00:00,Salt Lake,165,26.4,82.0,0.0,0,14,6,2,1,Low
2022-02-13 15:00:00,Park Street,147,28.4,96.8,0.0,0,15,6,2,1,Low
2022-02-13 16:00:00,Park Street,146,26.5,80.6,0.2,0,16,6,2,1,Low
2022-02-13 17:00:00,Park Street,127,26.9,86.7,0.0,0,17,6,2,1,Low
2022-02-13 18:00:00,Howrah Bridge,103,25.9,78.7,0.0,0,18,6,2,1,Low
2022-02-13 19:00:00,Park Street,149,26.5,95.3,0.0,0,19,6,2,1,Low
2022-02-13 20:00:00,Salt Lake,121,29.6,89.3,0.2,0,20,6,2,1,Low
2022-02-13 21:00:00,Salt Lake,122,27.1,88.0,0.5,0,21,6,2,1,Low
2022-02-13 22:00:00,Park Street,148,27.1,94.7,0.0,0,22,6,2,1,Low
2022-02-13 23:00:00,Park Street,145,24.0,88.1,0.0,0,23,6,2,1,Low
2022-02-14 00:00:00,New Town,192,26.4,88.4,0.0,0,0,0,2,0,Medium
2022-02-14 01:00:00,Salt Lake,220,26.5,88.0,0.0,0,1,0,2,0,Medium
2022-02-14 02:00:00,Howrah Bridge,232,25.3,90.1,0.0,0,2,0,2,0,High
2022-02-14 03:00:00,New Town,217,27.0,84.9,0.0,0,3,0,2,0,Medium
2022-02-14 04:00:00,Park Street,234,26.1,86.2,5.0,0,4,0,2,0,High
2022-02-14 05:00:00,Park Street,270,27.2,91.4,0.0,0,5,0,2,0,High
2022-02-14 06:00:00,Salt Lake,260,27.2,88.7,0.0,0,6,0,2,0,High
2022-02-14 07:00:00,Park Street,290,25.1,86.7,0.5,0,7,0,2,0,High
